ABEYANCIES,2.1904,-1.0000,1
ABEYANCY,2.1904,-1.0000,1
ABEYANT,2.8955,-1.0000,1
ABFARAD,2.5500,-1.0000,1
ABFARADS,2.5500,-1.0000,1
ABHENRIES,2.7749,-1.0000,1
ABHENRY,2.7749,-1.0000,1
ABHENRYS,2.7749,-1.0000,1
ABHOMINABLE,-2.0000,-1.0000,1
ABHOR,3.2885,-0.9066,0
ABHORRED,3.2885,-0.9066,0
ABHORRENCE,-2.0000,-0.9610,0
ABHORRENCES,-2.0000,-1.0000,1
ABHORRENCIES,-2.0000,-1.0000,1
ABHORRENCY,-2.0000,-1.0000,1
ABHORRENT,1.6174,-0.9281,0
ABHORRENTLY,1.6174,-0.9281,1
ABHORRER,3.2885,-0.9066,1
ABHORRERS,2.2926,-1.0000,1
ABHORRING,3.2885,-0.9066,1
ABHORRINGS,1.3012,-1.0000,1
ABHORS,3.2885,-0.9066,0
ABID,3.9169,-0.9589,0
ABIDANCE,3.0432,-1.0000,1
ABIDANCES,3.0432,-1.0000,1
ABIDDEN,2.7510,-1.0000,1
ABIDE,3.7439,-0.3258,0
ABIDED,3.9169,-0.9589,0
ABIDER,3.9169,-0.9589,1
ABIDERS,3.0153,-0.9914,0
ABIDES,3.9169,-0.9085,0
ABIDING,3.9169,-0.7105,0
ABIDINGLY,2.9107,-0.7105,1
ABIDINGS,2.9107,-0.7105,1
ABIES,4.7070,-0.8821,0
ABIETES,3.1995,-1.0000,1
ABIETIC,3.2534,-1.0000,1
ABIGAIL,2.9394,-0.3958,0
ABIGAILS,2.9394,-0.3958,1
ABILITIES,2.8452,0.7243,0
ABILITY,2.8452,0.7243,0
ABIOGENESES,-2.0000,-1.0000,1
ABIOGENESIS,-2.0000,-0.9717,0
ABIOGENETIC,-2.0000,-1.0000,1
ABIOGENETICALLY,-2.0000,-1.0000,1
ABIOGENIC,2.3862,-1.0000,1
ABIOGENICALLY,-2.0000,-1.0000,1
ABIOGENIST,-2.0000,-0.9747,0
ABIOGENISTS,-2.0000,-1.0000,1
ABIOLOGICAL,-2.0000,-1.0000,1
ABIOSES,2.7213,-1.0000,1
ABIOSIS,2.6600,-1.0000,1
ABIOTIC,3.2696,-0.9031,0
ABIOTICALLY,-2.0000,-1.0000,1
ABIOTROPHIC,-2.0000,-1.0000,1
ABIOTROPHIES,-2.0000,-1.0000,1
ABIOTROPHY,-2.0000,-1.0000,1
ABIRRITANT,1.0004,-1.0000,1
ABIRRITANTS,1.0004,-1.0000,1
ABIRRITATE,1.3981,-1.0000,1
ABIRRITATED,1.3981,-1.0000,1
ABIRRITATES,1.3981,-1.0000,1
ABIRRITATING,1.3981,-1.0000,1
ABITUR,3.2761,-0.9877,0
ABITURIENT,1.0004,-1.0000,1
ABITURIENTS,1.0004,-1.0000,1
ABITURS,3.2761,-0.9877,1
ABJECT,3.4078,-0.8570,0
ABJECTED,3.4078,-0.8570,1
ABJECTING,3.4078,-0.8570,1
ABJECTION,1.9031,-0.9934,0
ABJECTIONS,1.9031,-0.9934,1
ABJECTLY,3.4078,-0.8570,0
ABJECTNESS,-2.0000,-1.0000,1
ABJECTNESSES,-2.0000,-1.0000,1
ABJECTS,3.4078,-0.8570,1
ABJOINT,3.1358,-1.0000,1
ABJOINTED,3.1358,-1.0000,1
ABJOINTING,3.1358,-1.0000,1
ABJOINTS,3.1358,-1.0000,1
ABJUNCTION,-2.0000,-1.0000,1
ABJUNCTIONS,-2.0000,-1.0000,1
ABJURATION,-2.0000,-0.9853,0
ABJURATIONS,-2.0000,-1.0000,1
ABJURE,3.2014,-0.9881,0
ABJURED,3.2014,-0.9809,0
ABJURER,3.2014,-0.9881,1
ABJURERS,2.8198,-1.0000,1
ABJURES,3.2014,-0.9881,1
ABJURING,3.2014,-0.9881,1
ABLACTATION,-2.0000,-1.0000,1
ABLACTATIONS,-2.0000,-1.0000,1
ABLATE,2.3930,-0.9912,0
ABLATED,2.6033,-0.9817,0
ABLATES,2.5090,-1.0000,1
ABLATING,2.8016,-1.0000,1
ABLATION,3.1857,-0.7862,0
ABLATIONS,3.1857,-0.7862,0
ABLATITIOUS,-2.0000,-1.0000,1
ABLATIVAL,1.3012,-1.0000,1
ABLATIVE,3.1349,-0.9590,0
ABLATIVELY,3.1349,-0.9590,1
ABLATIVES,3.1349,-0.9590,1
ABLATOR,2.8183,-1.0000,1
ABLATORS,2.8183,-1.0000,1
ABLAUT,2.8143,-1.0000,1
ABLAUTS,2.8143,-1.0000,1
ABLAZE,3.3355,-0.8508,0
ABLE,2.7702,1.2066,0
ABLED,3.1187,-0.9498,0
ABLEGATE,2.9834,-1.0000,1
ABLEGATES,2.9834,-1.0000,1
ABLEISM,2.3007,-1.0000,1
ABLEISMS,2.3007,-1.0000,1
ABLEIST,2.4930,-1.0000,1
ABLEISTS,2.4930,-1.0000,1
ABLER,2.7702,1.2066,0
ABLES,2.7702,1.2066,0
ABLEST,2.7702,1.2066,0
ABLET,2.9636,-1.0000,1
ABLETS,2.9636,-1.0000,1
ABLING,2.9889,-1.0000,1
ABLINGS,2.9889,-1.0000,1
ABLINS,2.4856,-1.0000,1
ABLOOM,3.0449,-0.9747,0
ABLOW,3.7732,-0.9932,0
ABLUENT,2.7309,-1.0000,1
ABLUENTS,2.7309,-1.0000,1
ABLUSH,2.5517,-1.0000,1
ABLUTED,2.7769,-1.0000,1
ABLUTION,2.9078,-0.9440,0
ABLUTIONARY,-2.0000,-1.0000,1
ABLUTIONS,2.9078,-0.9440,0
ABLUTOMANE,1.0004,-1.0000,1
ABLUTOMANES,1.0004,-1.0000,1
ABLY,5.6170,0.4017,0
ABMHO,3.0338,-1.0000,1
ABMHOS,3.0338,-1.0000,1
ABNEGATE,3.3220,-1.0000,1
ABNEGATED,3.3220,-1.0000,1
ABNEGATES,3.3220,-1.0000,1
ABNEGATING,3.3220,-1.0000,1
ABNEGATION,-2.0000,-0.9887,0
ABNEGATIONS,-2.0000,-1.0000,1
ABNEGATOR,2.0792,-1.0000,1
ABNEGATORS,2.0792,-1.0000,1
ABNORMAL,2.7546,-0.3042,0
ABNORMALISM,-2.0000,-1.0000,1
ABNORMALISMS,-2.0000,-1.0000,1
ABNORMALITIES,0.3997,-0.5161,0
ABNORMALITY,0.3997,-0.8113,0
ABNORMALLY,2.7546,-0.3042,0
ABNORMALS,2.7546,-0.3042,1
ABNORMITIES,-2.0000,-1.0000,1
ABNORMITY,-2.0000,-0.9914,0
ABNORMOUS,1.0004,-1.0000,1
ABOARD,3.0079,0.4414,0
ABODE,3.6440,-0.6485,0
ABODED,3.6440,-0.6485,1
ABODEMENT,2.1973,-1.0000,1
ABODEMENTS,2.1973,-1.0000,1
ABODES,3.6440,-0.6485,0
ABODING,3.6440,-0.6485,1
ABOHM,3.3735,-1.0000,1
ABOHMS,3.3735,-1.0000,1
ABOIDEAU,3.5950,-1.0000,1
ABOIDEAUS,3.5950,-1.0000,1
ABOIDEAUX,2.3246,-1.0000,1
ABOIL,3.5523,-1.0000,1
ABOITEAU,3.7581,-1.0000,1
ABOITEAUS,3.7581,-1.0000,1
ABOITEAUX,2.4599,-1.0000,1
ABOLISH,2.6713,-0.7185,0
ABOLISHABLE,-2.0000,-1.0000,1
ABOLISHED,2.6713,-0.6324,0
ABOLISHER,2.6713,-0.7185,1
ABOLISHERS,1.3012,-1.0000,1
ABOLISHES,2.6713,-0.7185,0
ABOLISHING,2.6713,-0.7185,0
ABOLISHMENT,-2.0000,-0.9639,0
ABOLISHMENTS,-2.0000,-1.0000,1
ABOLITION,1.8400,-0.6711,0
ABOLITIONAL,-2.0000,-1.0000,1
ABOLITIONARY,-2.0000,-1.0000,1
ABOLITIONISM,-2.0000,-0.9831,0
ABOLITIONISMS,-2.0000,-1.0000,1
ABOLITIONIST,-2.0000,-0.9113,0
ABOLITIONISTS,-2.0000,-0.9031,0
ABOLITIONS,1.8400,-0.6711,1
ABOLLA,2.6633,-1.0000,1
ABOLLAE,2.8098,-1.0000,1
ABOLLAS,2.6633,-1.0000,1
ABOMA,3.5121,-1.0000,1
ABOMAS,3.5121,-1.0000,1
ABOMASA,2.2524,-1.0000,1
ABOMASAL,2.5196,-1.0000,1
ABOMASI,2.6434,-1.0000,1
ABOMASUM,1.7722,-0.9914,0
ABOMASUS,2.1564,-1.0000,1
ABOMINABLE,-2.0000,-0.7878,0
ABOMINABLENESS,-2.0000,-1.0000,1
ABOMINABLY,-2.0000,-0.9355,0
ABOMINATE,1.9543,-0.9747,0
ABOMINATED,1.9543,-0.9747,1
ABOMINATES,1.9543,-0.9747,1
ABOMINATING,1.9543,-0.9747,1
ABOMINATION,-2.0000,-0.6696,0
ABOMINATIONS,-2.0000,-0.9418,0
ABOMINATOR,-2.0000,-1.0000,1
ABOMINATORS,-2.0000,-1.0000,1
ABONDANCE,1.6533,-0.9827,0
ABONDANCES,1.6533,-0.9827,1
ABONNEMENT,-2.0000,-0.9167,0
ABONNEMENTS,-2.0000,-0.9906,0
ABOON,3.7282,-1.0000,1
ABORAL,2.9048,-1.0000,1
ABORALLY,2.9048,-1.0000,1
ABORD,3.1262,-0.9657,0
ABORDED,3.1262,-0.9657,1
ABORDING,3.1262,-0.9657,1
ABORDS,3.1262,-0.9657,1
ABORE,3.3586,-1.0000,1
ABORIGEN,3.4685,-1.0000,1
ABORIGENS,3.4685,-1.0000,1
ABORIGIN,3.1592,-1.0000,1
ABORIGINAL,-2.0000,-0.0946,0
ABORIGINALISM,-2.0000,-1.0000,1
ABORIGINALISMS,-2.0000,-1.0000,1
ABORIGINALITIES,-2.0000,-1.0000,1
ABORIGINALITY,-2.0000,-0.9903,0
ABORIGINALLY,-2.0000,-0.9914,0
ABORIGINALS,0.5242,-0.9314,0
ABORIGINE,2.5637,-0.9610,0
ABORIGINES,3.1592,-0.8563,0
ABORIGINS,3.1592,-1.0000,1
ABORNE,2.9178,-1.0000,1
ABORNING,2.9178,-0.9914,0
ABORT,3.0847,-0.2510,0
ABORTED,3.0847,-0.2510,0
ABORTEE,3.4056,-1.0000,1
ABORTEES,3.4056,-1.0000,1
ABORTER,3.0847,-0.2510,1
ABORTERS,2.6947,-1.0000,1
ABORTICIDE,1.0004,-1.0000,1
ABORTICIDES,1.0004,-1.0000,1
ABORTIFACIENT,-2.0000,-0.9833,0
ABORTIFACIENTS,-2.0000,-1.0000,1
ABORTING,3.0847,-0.2510,0
ABORTION,3.2595,0.0169,0
ABORTIONAL,0.6998,-1.0000,1
ABORTIONIST,-2.0000,-0.9666,0
ABORTIONISTS,-2.0000,-0.9673,0
ABORTIONS,3.2595,0.0169,0
ABORTIVE,3.3492,-0.9297,0
ABORTIVELY,3.3492,-0.9297,0
ABORTIVENESS,-2.0000,-1.0000,1
ABORTIVENESSES,-2.0000,-1.0000,1
ABORTS,3.0847,-0.2510,0
ABORTUARIES,-2.0000,-1.0000,1
ABORTUARY,-2.0000,-1.0000,1
ABORTUS,2.1665,-0.9655,0
ABORTUSES,2.1665,-0.9655,1
ABOUGHT,2.9146,-1.0000,1
ABOULIA,3.2926,-1.0000,1
ABOULIAS,3.2926,-1.0000,1
ABOULIC,3.0566,-1.0000,1
ABOUND,3.2520,-0.6030,0
ABOUNDED,3.2520,-0.6030,0
ABOUNDING,3.2520,-0.6030,0
ABOUNDS,3.2520,-0.6030,0
ABOUT,3.6842,2.5602,0
ABOUTS,3.6842,2.5602,0
ABOVE,4.2247,1.1550,0
ABOVEBOARD,1.0004,-0.8962,0
ABOVEGROUND,-2.0000,-0.9072,0
ABOVES,4.2247,1.1550,1
ABRACADABRA,-2.0000,-0.6904,0
ABRACADABRAS,-2.0000,-1.0000,1
ABRACHIA,2.4867,-1.0000,1
ABRACHIAS,2.4867,-1.0000,1
ABRADABLE,1.0004,-1.0000,1
ABRADANT,2.8693,-1.0000,1
ABRADANTS,2.8693,-1.0000,1
ABRADE,2.5933,-0.9891,0
ABRADED,2.5933,-0.9586,0
ABRADER,2.5933,-0.9891,1
ABRADERS,2.8139,-1.0000,1
ABRADES,2.8594,-1.0000,1
ABRADING,2.8131,-0.9847,0
ABRAID,2.9743,-0.9914,0
ABRAIDED,2.9864,-1.0000,1
ABRAIDING,2.9743,-0.9914,1
ABRAIDS,2.9743,-0.9914,1
ABRAM,3.0291,-0.7930,0
ABRANCHIAL,1.4773,-1.0000,1
ABRANCHIATE,1.0004,-1.0000,1
ABRASAX,1.8368,-1.0000,1
ABRASAXES,1.8368,-1.0000,1
ABRASION,3.1019,-0.7381,0
ABRASIONS,3.1019,-0.6778,0
ABRASIVE,3.0327,-0.6485,0
ABRASIVELY,3.0327,-0.6485,1
ABRASIVENESS,-2.0000,-0.9830,0
ABRASIVENESSES,-2.0000,-1.0000,1
ABRASIVES,3.0327,-0.6485,0
ABRAXAS,1.7660,-0.8041,0
ABRAXASES,1.7660,-0.8041,1
ABRAY,3.3807,-0.9940,0
ABRAYED,3.3807,-0.9940,1
ABRAYING,3.3807,-0.9940,1
ABRAYS,3.3807,-0.9940,1
ABRAZO,3.3699,-0.9876,0
ABRAZOS,3.3699,-0.9876,1
ABREACT,2.5544,-1.0000,1
ABREACTED,2.5544,-1.0000,1
ABREACTING,2.5544,-1.0000,1
ABREACTION,1.4773,-0.9914,0
ABREACTIONS,1.4773,-0.9914,1
ABREACTIVE,1.0004,-1.0000,1
ABREACTS,2.6087,-1.0000,1
ABREAST,2.7692,-0.7556,0
ABREGE,2.8526,-1.0000,1
ABREGES,2.8526,-1.0000,1
ABRI,3.3573,-0.9571,0
ABRICOCK,1.7404,-1.0000,1
ABRICOCKS,1.7404,-1.0000,1
ABRIDGABLE,0.6998,-1.0000,1
ABRIDGE,3.0187,-0.9600,0
ABRIDGEABLE,-2.0000,-1.0000,1
ABRIDGED,3.0187,-0.6132,0
ABRIDGEMENT,-2.0000,-0.9758,0
ABRIDGEMENTS,-2.0000,-1.0000,1
ABRIDGER,3.0464,-1.0000,1
ABRIDGERS,3.0464,-1.0000,1
ABRIDGES,3.0187,-0.9600,1
ABRIDGING,3.0187,-0.9600,0
ABRIDGMENT,1.0004,-0.9750,0
ABRIDGMENTS,1.0004,-0.9750,1
ABRIM,3.4493,-1.0000,1
ABRIN,3.3831,-1.0000,1
ABRINS,3.3831,-1.0000,1
ABRIS,3.3573,-0.9571,0
ABROACH,2.5824,-1.0000,1
ABROAD,2.8740,0.1997,0
ABROADS,2.8740,0.1997,1
ABROGABLE,1.3012,-1.0000,1
ABROGATE,3.2297,-0.9442,0
ABROGATED,3.2297,-0.9346,0
ABROGATES,3.2297,-0.9442,0
ABROGATING,3.2297,-0.9442,0
ABROGATION,1.0004,-0.9472,0
ABROGATIONS,1.0004,-0.9472,1
ABROGATIVE,-2.0000,-1.0000,1
ABROGATOR,1.3012,-1.0000,1
ABROGATORS,1.3012,-1.0000,1
ABROOKE,2.6116,-1.0000,1
ABROOKED,2.7632,-1.0000,1
ABROOKES,2.6116,-1.0000,1
ABROOKING,2.6116,-1.0000,1
ABROSIA,2.9621,-1.0000,1
ABROSIAS,2.9621,-1.0000,1
ABRUPT,3.1793,-0.6696,0
ABRUPTER,3.1793,-0.6696,1
ABRUPTEST,3.1793,-0.6696,1
ABRUPTION,1.9543,-0.9508,0
ABRUPTIONS,1.9543,-0.9508,1
ABRUPTLY,3.1793,-0.6696,0
ABRUPTNESS,-2.0000,-0.9666,0
ABRUPTNESSES,-2.0000,-1.0000,1
ABRUPTS,3.1793,-0.6696,1
ABS,5.6170,0.4017,0
ABSCESS,1.1908,-0.8126,0
ABSCESSED,1.1908,-0.8126,0
ABSCESSES,1.1908,-0.8126,0
ABSCESSING,1.1908,-0.8126,1
ABSCIND,2.6079,-1.0000,1
ABSCINDED,2.6079,-1.0000,1
ABSCINDING,2.6079,-1.0000,1
ABSCINDS,2.6079,-1.0000,1
ABSCISE,2.0192,-1.0000,1
ABSCISED,2.4170,-1.0000,1
ABSCISES,2.0192,-1.0000,1
ABSCISIC,1.6722,-0.9749,0
ABSCISIN,2.2573,-1.0000,1
ABSCISING,2.0192,-1.0000,1
ABSCISINS,2.2573,-1.0000,1
ABSCISS,0.8914,-1.0000,1
ABSCISSA,1.6204,-0.9678,0
ABSCISSAE,1.0004,-1.0000,1
ABSCISSAS,1.6204,-0.9678,1
ABSCISSE,1.7016,-1.0000,1
ABSCISSES,1.7016,-1.0000,1
ABSCISSIN,-2.0000,-1.0000,1
ABSCISSINS,-2.0000,-1.0000,1
ABSCISSION,-2.0000,-0.9894,0
ABSCISSIONS,-2.0000,-1.0000,1
ABSCOND,2.6047,-0.9586,0
ABSCONDED,2.6047,-0.9586,0
ABSCONDENCE,-2.0000,-1.0000,1
ABSCONDENCES,-2.0000,-1.0000,1
ABSCONDER,2.6047,-0.9586,0
ABSCONDERS,1.2635,-0.9830,0
ABSCONDING,2.6047,-0.9586,0
ABSCONDINGS,-2.0000,-1.0000,1
ABSCONDS,2.6047,-0.9586,1
ABSEIL,2.3432,-0.9748,0
ABSEILED,2.9129,-1.0000,1
ABSEILER,3.2090,-1.0000,1
ABSEILERS,3.2090,-1.0000,1
ABSEILING,2.3432,-0.9330,0
ABSEILINGS,1.7901,-0.9330,1
ABSEILS,2.3432,-0.9748,1
ABSENCE,2.7927,0.1954,0
ABSENCES,2.7927,0.1954,0
ABSENT,2.4525,-0.0074,0
ABSENTED,3.1602,-0.9902,0
ABSENTEE,3.2453,-0.6500,0
ABSENTEEISM,-2.0000,-0.8522,0
ABSENTEEISMS,-2.0000,-1.0000,1
ABSENTEES,3.2453,-0.6500,0
ABSENTER,3.2353,-1.0000,1
ABSENTERS,3.2353,-1.0000,1
ABSENTING,2.4525,-0.0074,0
ABSENTLY,2.7353,-0.9623,0
ABSENTMINDED,-2.0000,-0.9747,0
ABSENTMINDEDLY,-2.0000,-0.9889,0
ABSENTS,2.5107,-0.9943,0
ABSEY,3.0715,-1.0000,1
ABSEYS,3.0715,-1.0000,1
ABSINTH,2.7028,-0.9628,0
ABSINTHE,2.9916,-0.7953,0
ABSINTHES,2.9916,-0.7953,0
ABSINTHIATED,-2.0000,-1.0000,1
ABSINTHISM,-2.0000,-1.0000,1
ABSINTHISMS,-2.0000,-1.0000,1
ABSINTHS,2.7028,-0.9628,1
ABSIT,2.7910,-0.9914,0
ABSITS,2.7910,-0.9914,1
