ABBOTED,-0.949,0
ABBOTER,-1.029,0
ABBOTING,-0.749,0
ABBOTISH,-1.423,0
ABBOTY,-1.428,0
ABCEEING,-2.398,0
ABCEING,-1.569,0
ABDICANTED,-0.771,0
ABDICANTER,-0.808,0
ABDICANTING,-0.687,0
ABDICANTISH,-1.038,0
ABDICANTY,-1.329,0
ABDOMINAE,-1.511,0
ABDOMINAED,-1.115,0
ABDOMINAER,-1.207,0
ABDOMINAING,-0.788,0
ABDOMINAISH,-1.360,0
ABDOMINAS,-1.051,0
ABDOMINAY,-1.712,0
ABDOMINUMS,-1.180,0
ABDUCEED,-1.253,0
ABDUCEER,-1.614,0
ABDUCEING,-0.779,0
ABDUCEISH,-1.346,0
ABDUCENTED,-0.672,0
ABDUCENTER,-0.696,0
ABDUCENTING,-0.623,0
ABDUCENTISH,-0.867,0
ABDUCENTS,-0.701,0
ABDUCENTY,-1.045,0
ABDUCER,-1.011,0
ABDUCEY,-2.070,0
ABEGDGING,-3.033,0
ABEIGHED,-1.022,0
ABEIGHER,-1.063,0
ABEIGHING,-0.808,0
ABEIGHISH,-1.454,0
ABEIGHS,-1.120,0
ABEIGHY,-2.380,0
ABELCIAS,-2.272,0
ABELMOSKED,-1.462,0
ABELMOSKER,-1.602,0
ABELMOSKING,-0.956,0
ABELMOSKISH,-1.858,0
ABELMOSKY,-2.049,0
ABETTERED,-0.720,0
ABETTERER,-0.929,0
ABETTERING,-0.620,0
ABETTERISH,-0.836,0
ABETTERY,-0.887,0
ABETTORED,-0.831,0
ABETTORER,-1.121,0
ABETTORING,-0.681,0
ABETTORISH,-0.992,0
ABETTORY,-1.000,0
ABETTOUR,-1.692,0
ABFARADED,-1.724,0
ABFARADER,-1.752,0
ABFARADING,-1.202,0
ABFARADISH,-1.776,0
ABHORED,-1.171,0
ABHORER,-1.777,0
ABHORING,-0.815,0
ABHORISH,-1.445,0
ABHORY,-1.629,0
ABHOUR,-2.459,0
ABIDANCED,-0.782,0
ABIDANCEED,-0.997,0
ABIDANCEER,-1.216,0
ABIDANCEING,-0.715,0
ABIDANCEISH,-1.073,0
ABIDANCER,-0.838,0
ABIDANCEY,-1.457,0
ABIDANCING,-0.696,0
ABIDEC,-3.072,0
ABIETESED,-1.164,0
ABIETESER,-1.419,0
ABIETESING,-0.835,0
ABIETESISH,-1.448,0
ABIETESS,-0.931,0
ABIETESY,-2.565,0
ABIETIS,-1.792,0
ABIOSISED,-0.754,0
ABIOSISER,-0.876,0
ABIOSISES,-0.865,0
ABIOSISING,-0.686,0
ABIOSISISH,-1.085,0
ABIOSISS,-1.022,0
ABIOSISY,-1.987,0
ABJJECTS,-2.647,0
ABLASTER,-1.485,0
ABLATORED,-0.599,0
ABLATORER,-0.698,0
ABLATORING,-0.561,0
ABLATORISH,-0.670,0
ABLATORY,-0.635,0
ABLATOUR,-0.818,0
ABLATOURS,-0.544,0
ABLEGATLE,-1.646,0
ABLEISTED,-0.616,0
ABLEISTER,-0.634,0
ABLEISTING,-0.583,0
ABLEISTISH,-0.777,0
ABLEISTY,-0.782,0
ABLOWED,-0.648,0
ABLOWER,-0.692,0
ABLOWING,-0.586,0
ABLOWISH,-0.935,0
ABLOWS,-0.689,0
ABLOWY,-1.278,0
ABLSENTER,-2.572,0
ABLUES,-1.561,0
ABLUTE,0.058,0
ABLUTEDED,-0.789,0
ABLUTEDER,-0.799,0
ABLUTEDING,-0.639,0
ABLUTEDISH,-0.811,0
ABLUTEDS,-0.821,0
ABLUTEDY,-1.311,0
ABOILED,-0.983,0
ABOILER,-1.238,0
ABOILING,-0.662,0
ABOILISH,-1.051,0
ABOILS,-1.199,0
ABOILY,-1.098,0
ABOIT,-3.540,0
ABOMASUMED,-1.395,0
ABOMASUMER,-1.528,0
ABOMASUMING,-0.987,0
ABOMASUMISH,-1.512,0
ABOMASUMS,-1.287,0
ABOMASUMY,-2.640,0
ABOONED,-0.865,0
ABOONER,-1.019,0
ABOONING,-0.656,0
ABOONISH,-0.932,0
ABOONS,-0.740,0
ABOONY,-1.352,0
ABORALED,-0.956,0
ABORALER,-1.170,0
ABORALING,-0.647,0
ABORALISH,-0.951,0
ABORALS,-0.961,0
ABORALY,-1.218,0
ABORIGINED,-0.884,0
ABORIGINER,-0.996,0
ABORIGINING,-0.785,0
ABORIGINISH,-1.088,0
ABORIGINY,-1.722,0
ABORTEIS,-1.821,0
ABORWTION,-2.455,0
ABOULICED,-1.268,0
ABOULICER,-1.389,0
ABOULICING,-0.828,0
ABOULICISH,-1.306,0
ABOULICS,-1.178,0
ABOULICY,-2.061,0
ABOUNDER,-0.684,0
ABOUNDISH,-0.786,0
ABOUNDY,-1.154,0
ABOURAL,-0.811,0
ABOURIGIN,-1.182,0
ABOURTED,-0.678,0
ABOURTEES,-0.942,0
ABOURTERS,-0.561,0
ABOVED,-1.148,0
ABOVEED,-1.563,0
ABOVEER,-2.053,0
ABOVEING,-0.894,0
ABOVEISH,-1.715,0
ABOVER,-0.887,0
ABOVEY,-1.918,0
ABOVING,-0.941,0
ABOVIS,-2.284,0
ABRADANTED,-0.753,0
ABRADANTER,-0.787,0
ABRADANTING,-0.675,0
ABRADANTISH,-1.008,0
ABRADANTY,-1.279,0
ABRASIONED,-0.773,0
ABRASIONER,-0.857,0
ABRASIONING,-0.647,0
ABRASIONISH,-0.819,0
ABRASIONY,-1.005,0
ABRAYINGS,-0.660,0
ABRES,-0.967,0
ABRIDGERED,-0.858,0
ABRIDGERER,-1.132,0
ABRIDGERING,-0.700,0
ABRIDGERISH,-0.997,0
ABRIDGERY,-1.103,0
ABRISES,-0.833,0
ABROAOKED,-2.817,0
ABROGATEED,-0.952,0
ABROGATEER,-1.157,0
ABROGATEING,-0.880,0
ABROGATEISH,-1.424,0
ABROGATER,-0.833,0
ABROGATEY,-1.893,0
ABROOOKES,-3.031,0
ABSCISEED,-1.001,0
ABSCISEER,-1.247,0
ABSCISEING,-0.813,0
ABSCISEISH,-1.349,0
ABSCISER,-0.984,0
ABSCISEY,-1.623,0
ABSCIZE,-0.849,0
ABSEILISH,-1.415,0
ABSEILY,-1.589,0
ABSOLVEED,-1.279,0
ABSOLVEER,-1.605,0
ABSOLVEING,-0.840,0
ABSOLVEISH,-1.407,0
ABSOLVEY,-1.474,0
ABSTAINISH,-0.941,0
ABSTAINY,-1.500,0
ABTETTERS,-2.073,0
ABUBBLED,-0.817,0
ABUBBLEED,-0.989,0
ABUBBLEER,-1.231,0
ABUBBLEING,-0.815,0
ABUBBLEISH,-1.354,0
ABUBBLER,-0.978,0
ABUBBLES,-0.773,0
ABUBBLEY,-1.414,0
ABUBBLING,-0.773,0
ABUNDANTED,-0.751,0
ABUNDANTER,-0.785,0
ABUNDANTING,-0.674,0
ABUNDANTISH,-1.005,0
ABUNDANTS,-0.804,0
ABUNDANTY,-1.274,0
ABUNES,-1.859,0
ABUSAGED,-1.149,0
ABUSAGEED,-1.374,0
ABUSAGEER,-1.722,0
ABUSAGEING,-1.120,0
ABUSAGEISH,-1.928,0
ABUSAGER,-1.249,0
ABUSAGEY,-2.083,0
ABUSAGING,-0.923,0
ABUSEED,-1.056,0
ABUSEER,-1.398,0
ABUSEING,-0.810,0
ABUSEISH,-1.520,0
ABUSERED,-0.876,0
ABUSERER,-1.240,0
ABUSERING,-0.686,0
ABUSERISH,-1.052,0
ABUSERY,-1.214,0
ABUSEY,-1.978,0
ABUTED,-0.823,0
ABUTER,-0.893,0
ABUTING,-0.671,0
ABUTISH,-1.296,0
ABUTMENTED,-0.700,0
ABUTMENTER,-0.727,0
ABUTMENTING,-0.641,0
ABUTMENTISH,-0.916,0
ABUTMENTY,-1.128,0
ABUTTERED,-0.703,0
ABUTTERER,-0.899,0
ABUTTERING,-0.612,0
ABUTTERISH,-0.814,0
ABUTTERY,-0.856,0
ABUTY,-1.775,0
ABWATURES,-2.194,0
ABYSMED,-1.761,0
ABYSMER,-1.984,0
ABYSMING,-1.049,0
ABYSMISH,-1.857,0
ACADEMED,-1.010,0
ACADEMEED,-1.304,0
ACADEMEER,-1.637,0
ACADEMEING,-0.976,0
ACADEMEISH,-1.676,0
ACADEMER,-1.123,0
ACADEMEY,-2.198,0
ACADEMING,-0.719,0
ACADEMYED,-1.603,0
ACADEMYER,-1.883,0
ACADEMYING,-1.181,0
ACADEMYISH,-2.335,0
ACADEMYS,-2.091,0
ACAIRIDAN,-2.566,0
ACALEPHED,-0.970,0
ACALEPHER,-1.004,0
ACALEPHING,-0.712,0
ACALEPHISH,-1.142,0
ACALEPHY,-1.279,0
ACANCIAS,-1.753,0
ACANTHED,-0.737,0
ACANTHER,-0.757,0
ACANTHING,-0.661,0
ACANTHISH,-1.060,0
ACANTHY,-1.295,0
ACARIANED,-0.822,0
ACARIANER,-0.930,0
ACARIANING,-0.646,0
ACARIANISH,-0.840,0
ACARIANS,-0.750,0
ACARIANY,-1.232,0
ACATERED,-0.642,0
ACATERER,-0.806,0
ACATERING,-0.577,0
ACATERISH,-0.739,0
ACATERY,-0.759,0
ACATESED,-0.805,0
ACATESER,-0.967,0
ACATESING,-0.645,0
ACATESISH,-1.023,0
ACATESS,-0.659,0
ACATESY,-1.862,0
ACATIS,-1.115,0
ACCANBLE,-2.292,0
ACCEDIS,-1.250,0
ACCFDING,-2.740,0
ACCIDENTER,-0.632,0
ACCIDENTING,-0.586,0
ACCIDENTISH,-0.759,0
ACCIDENTY,-0.868,0
ACCIDIANS,-1.599,0
ACCIDIIS,-2.439,0
ACCINGIS,-1.026,0
ACCLAIMISH,-1.111,0
ACCLAIMY,-2.026,0
ACCOFST,-3.279,0
ACCOGRAGE,-1.684,0
ACCOIEDED,-1.606,0
ACCOIEDER,-1.633,0
ACCOIEDING,-1.053,0
ACCOIEDISH,-1.554,0
ACCOIEDS,-1.836,0
ACCOMPTER,-0.731,0
ACCOMPTISH,-0.847,0
ACCOMPTY,-0.944,0
ACCOURDED,-0.751,0
ACCOURDER,-1.794,0
ACCOUTREED,-0.781,0
ACCOUTREER,-0.921,0
ACCOUTREING,-0.708,0
ACCOUTREISH,-1.057,0
ACCOUTRER,-0.971,0
ACCOUTREY,-1.321,0
ACCOYINGS,-0.701,0
ACCUDSALS,-2.525,0
ACCURAGE,-1.671,0
ACCUSERED,-0.737,0
ACCUSERER,-0.960,0
ACCUSERING,-0.629,0
ACCUSERISH,-0.858,0
ACCUSERY,-0.918,0
ACCUSINGS,-0.605,0
ACELATE,-1.638,0
ACERBERED,-0.805,0
ACERBERER,-1.077,0
ACERBERING,-0.662,0
ACERBERISH,-0.945,0
ACERBERS,-0.709,0
ACERBERY,-1.041,0
ACERED,-0.708,0
ACERER,-1.034,0
ACERING,-0.592,0
ACERISH,-0.874,0
ACEROLAE,-1.579,0
ACEROLAED,-1.145,0
ACEROLAER,-1.250,0
ACEROLAING,-0.758,0
ACEROLAISH,-1.359,0
ACEROLAY,-1.318,0
ACEROLUMS,-1.019,0
ACERVATED,-0.678,0
ACERVATEED,-0.796,0
ACERVATEER,-0.942,0
ACERVATEING,-0.756,0
ACERVATEISH,-1.167,0
ACERVATER,-0.705,0
ACERVATES,-0.697,0
ACERVATEY,-1.498,0
ACERVATING,-0.611,0
ACERY,-0.977,0
ACESCENTED,-0.653,0
ACESCENTER,-0.674,0
ACESCENTING,-0.610,0
ACESCENTISH,-0.831,0
ACESCENTY,-0.986,0
ACEUTYL,-3.570,0
ACHAEKIA,-3.218,0
ACHAMS,-1.616,0
ACHARED,-0.658,0
ACHARER,-0.869,0
ACHARING,-0.567,0
ACHARISH,-0.735,0
ACHARY,-0.695,0
ACHARYAE,-1.961,0
ACHARYAED,-1.426,0
ACHARYAER,-1.558,0
ACHARYAING,-0.951,0
ACHARYAISH,-1.801,0
ACHARYAY,-1.975,0
ACHARYUMS,-1.325,0
ACHER,-0.385,0
ACHIERISH,-0.755,0
ACHIEVEED,-1.033,0
ACHIEVEER,-1.290,0
ACHIEVEING,-0.728,0
ACHIEVEISH,-1.154,0
ACHIEVEY,-1.157,0
ACHISH,-0.831,0
ACHKANED,-1.325,0
ACHKANER,-1.563,0
ACHKANING,-0.849,0
ACHKANISH,-1.296,0
ACHKANY,-2.276,0
ACHOOED,-0.979,0
ACHOOER,-1.234,0
ACHOOES,-1.075,0
ACHOOING,-0.719,0
ACHOOISH,-1.257,0
ACHROMICED,-0.729,0
ACHROMICER,-0.771,0
ACHROMICING,-0.606,0
ACHROMICISH,-0.770,0
ACHROMICS,-0.675,0
ACHROMICY,-0.987,0
ACHS,-0.901,0
ACHYER,-1.537,0
ACHYINGLY,-1.644,0
ACHYISH,-2.090,0
ACHYS,-1.059,0
ACICULAED,-1.043,0
ACICULAER,-1.136,0
ACICULAING,-0.715,0
ACICULAISH,-1.244,0
ACICULAY,-1.184,0
ACICULUMED,-1.091,0
ACICULUMER,-1.193,0
ACICULUMING,-0.815,0
ACICULUMISH,-1.205,0
ACICULUMY,-2.093,0
ACIDIERED,-0.747,0
ACIDIERER,-0.978,0
ACIDIERING,-0.634,0
ACIDIERISH,-0.872,0
ACIDIERS,-0.665,0
ACIDIERY,-0.937,0
ACIDITYED,-1.005,0
ACIDITYER,-1.178,0
ACIDITYING,-0.678,0
ACIDITYISH,-1.201,0
ACIDITYS,-1.358,0
ACIDYISH,-1.511,0
ACIDYS,-1.195,0
ACIERANTE,-1.619,0
ACINGS,-0.570,0
ACINII,-2.863,0
ACINUSED,-1.036,0
ACINUSER,-1.284,0
ACINUSING,-0.838,0
ACINUSISH,-1.541,0
ACINUSS,-1.540,0
ACINUSSES,-1.068,0
ACIROGENS,-1.739,0
ACKED,-0.577,0
ACKING,-0.540,0
ACKISH,-0.908,0
ACKS,-0.573,0
ACKY,-0.934,0
ACLERAGE,-2.132,0
ACLOLYTHS,-2.483,0
ACMTINON,-3.131,0
ACNLYTES,-3.155,0
ACNODALED,-1.686,0
ACNODALER,-2.024,0
ACNODALING,-0.970,0
ACNODALISH,-1.592,0
ACNODALS,-1.804,0
ACNODALY,-2.212,0
ACOLYTED,-0.918,0
ACOLYTEED,-1.138,0
ACOLYTEER,-1.427,0
ACOLYTEING,-1.019,0
ACOLYTEISH,-1.754,0
ACOLYTER,-0.984,0
ACOLYTEY,-2.450,0
ACOLYTING,-0.783,0
ACONITA,-1.306,0
ACONITICED,-0.729,0
ACONITICER,-0.771,0
ACONITICING,-0.606,0
ACONITICISH,-0.769,0
ACONITICS,-0.675,0
ACONITICY,-0.986,0
ACONITIS,-1.071,0
ACONITUMED,-0.875,0
ACONITUMER,-0.946,0
ACONITUMING,-0.700,0
ACONITUMISH,-0.972,0
ACONITUMY,-1.621,0
ACOUCHIED,-0.988,0
ACOUCHIER,-0.970,0
ACOUCHIING,-1.273,0
ACOUCHIISH,-2.363,0
ACOUCHUSES,-1.124,0
ACQUESTED,-0.616,0
ACQUESTER,-0.634,0
ACQUESTING,-0.583,0
ACQUESTISH,-0.777,0
ACQUESTY,-0.782,0
ACQUIMRER,-3.195,0
ACQUIRALED,-0.782,0
ACQUIRALER,-0.898,0
ACQUIRALING,-0.612,0
ACQUIRALISH,-0.791,0
ACQUIRALY,-0.901,0
ACQUIRERED,-0.755,0
ACQUIRERER,-0.964,0
ACQUIRERING,-0.645,0
ACQUIRERISH,-0.869,0
ACQUIRERY,-0.927,0
ACQUITED,-0.594,0
ACQUITEED,-0.676,0
ACQUITEER,-0.780,0
ACQUITEING,-0.657,0
ACQUITEISH,-0.972,0
ACQUITER,-0.610,0
ACQUITEY,-1.217,0
ACRASINED,-0.785,0
ACRASINER,-0.882,0
ACRASINING,-0.709,0
ACRASINISH,-0.974,0
ACRASINY,-1.573,0
ACRATICED,-0.683,0
ACRATICER,-0.721,0
ACRATICING,-0.581,0
ACRATICISH,-0.724,0
ACRATICS,-0.632,0
ACRATICY,-0.919,0
ACREAGED,-0.852,0
ACREAGEED,-1.027,0
ACREAGEER,-1.282,0
ACREAGEING,-0.876,0
ACREAGEISH,-1.483,0
ACREAGER,-0.915,0
ACREAGEY,-1.519,0
ACREAGING,-0.735,0
ACRIDITYED,-1.128,0
ACRIDITYER,-1.310,0
ACRIDITYING,-0.745,0
ACRIDITYISH,-1.321,0
ACRIDITYS,-1.505,0
ACRIS,-1.333,0
ACRITY,-1.661,0
ACROBATED,-0.715,0
ACROBATER,-0.748,0
ACROBATING,-0.632,0
ACROBATISH,-0.930,0
ACROBATY,-1.522,0
ACROED,-1.076,0
ACROER,-1.413,0
ACROES,-1.146,0
ACROGENED,-0.693,0
ACROGENER,-0.761,0
ACROGENING,-0.633,0
ACROGENISH,-0.811,0
ACROGENY,-1.109,0
ACROING,-0.657,0
ACROISH,-1.161,0
ACRONICED,-0.808,0
ACRONICER,-0.868,0
ACRONICING,-0.630,0
ACRONICISH,-0.857,0
ACRONICS,-0.737,0
ACRONICY,-1.201,0
ACRONYMED,-0.809,0
ACRONYMER,-0.876,0
ACRONYMING,-0.679,0
ACRONYMISH,-0.960,0
ACRONYMY,-1.329,0
ACROTERED,-0.692,0
ACROTERER,-0.878,0
ACROTERING,-0.606,0
ACROTERISH,-0.798,0
ACROTERY,-0.835,0
ACROTISMED,-0.808,0
ACROTISMER,-0.868,0
ACROTISMING,-0.659,0
ACROTISMISH,-0.882,0
ACROTISMY,-1.570,0
ACROY,-1.884,0
ACRYLYLED,-2.271,0
ACRYLYLER,-2.665,0
ACRYLYLING,-1.546,0
ACRYLYLISH,-2.468,0
ACSIDOTIC,-2.865,0
ACTER,-0.661,0
ACTINLISM,-1.661,0
ACTISH,-0.761,0
ACTIVATEED,-0.654,0
ACTIVATEER,-0.736,0
ACTIVATEING,-0.640,0
ACTIVATEISH,-0.890,0
ACTIVATER,-0.600,0
ACTIVATEY,-1.059,0
ACTIVIET,-1.921,0
ACTIVIS,-0.900,0
ACTIVISTED,-0.583,0
ACTIVISTER,-0.595,0
ACTIVISTING,-0.564,0
ACTIVISTISH,-0.690,0
ACTIVISTY,-0.679,0
ACTIVVES,-1.724,0
ACTONED,-0.674,0
ACTONER,-0.755,0
ACTONING,-0.580,0
ACTONISH,-0.727,0
ACTONY,-0.907,0
ACTOURISH,-0.691,0
ACTRESSYISH,-1.331,0
ACTRESSYS,-1.065,0
ACTUALED,-0.689,0
ACTUALER,-0.793,0
ACTUALING,-0.566,0
ACTUALISH,-0.705,0
ACTUALY,-0.784,0
ACTUATIS,-0.975,0
ACTY,-0.876,0
ACUATECS,-2.996,0
ACULEUSED,-0.977,0
ACULEUSER,-1.180,0
ACULEUSING,-0.815,0
ACULEUSISH,-1.403,0
ACULEUSS,-1.373,0
ACULEUSSES,-1.038,0
ACULEUSY,-2.506,0
ACUTANCED,-0.836,0
ACUTANCEED,-1.075,0
ACUTANCEER,-1.318,0
ACUTANCEING,-0.749,0
ACUTANCEISH,-1.153,0
ACUTANCER,-0.902,0
ACUTANCEY,-1.591,0
ACUTANCING,-0.732,0
ACYLATEED,-0.998,0
ACYLATEER,-1.243,0
ACYLATEING,-0.910,0
ACYLATEISH,-1.550,0
ACYLATER,-0.861,0
ACYLATEY,-2.145,0
ACYLOINED,-1.156,0
ACYLOINER,-1.340,0
ACYLOINING,-0.964,0
ACYLOINISH,-1.444,0
ACYLOINY,-2.475,0
ADAFTER,-1.807,0
ADAMALNCY,-3.484,0
ADDAXED,-1.382,0
ADDAXER,-1.690,0
ADDAXING,-0.909,0
ADDAXISH,-1.728,0
ADDEEMER,-1.097,0
ADDEEMISH,-1.078,0
ADDEEMY,-2.094,0
ADDENDUMED,-0.889,0
ADDENDUMER,-0.963,0
ADDENDUMING,-0.707,0
ADDENDUMISH,-0.988,0
ADDENDUMY,-1.655,0
ADDRESSISH,-1.009,0
ADDRESSY,-1.669,0
ADENOSISED,-0.765,0
ADENOSISER,-0.879,0
ADENOSISES,-0.879,0
ADENOSISING,-0.699,0
ADENOSISISH,-1.069,0
ADENOSISS,-1.010,0
ADENOSISY,-1.842,0
ADENYLED,-1.053,0
ADENYLER,-1.299,0
ADENYLING,-0.771,0
ADENYLISH,-1.264,0
ADENYLY,-1.669,0
ADESEMED,-1.818,0
ADESPOTAE,-1.882,0
ADESPOTAED,-1.395,0
ADESPOTAER,-1.512,0
ADESPOTAING,-0.762,0
ADESPOTAISH,-1.298,0
ADESPOTAS,-1.167,0
ADESPOTAY,-1.753,0
ADESPOTUMS,-1.329,0
ADGUISES,-1.772,0
ADHERENTED,-0.738,0
ADHERENTER,-0.771,0
ADHERENTING,-0.666,0
ADHERENTISH,-0.984,0
ADHERENTY,-1.239,0
ADHERINGS,-0.634,0
ADHIRES,-2.007,0
ADIEUED,-2.286,0
ADIEUER,-2.555,0
ADIEUING,-1.389,0
ADIEUISH,-2.426,0
ADIEUSSES,-1.238,0
ADIPODUS,-2.318,0
ADITAL,-1.744,0
ADJOSNED,-3.040,0
ADJUDGEED,-0.713,0
ADJUDGEER,-0.836,0
ADJUDGEING,-0.660,0
ADJUDGEISH,-0.981,0
ADJUDGER,-0.647,0
ADJUDGEY,-0.923,0
ADJUDGIS,-1.005,0
ADJUNHCTS,-3.533,0
ADJUREED,-0.728,0
ADJUREER,-0.878,0
ADJUREING,-0.662,0
ADJUREISH,-1.037,0
ADJUREY,-1.364,0
ADJURINGS,-0.598,0
ADJURORED,-1.051,0
ADJURORER,-1.465,0
ADJURORING,-0.798,0
ADJURORISH,-1.256,0
ADJURORY,-1.337,0
ADJUROUR,-1.148,0
ADJUTAGED,-0.897,0
ADJUTAGEED,-1.064,0
ADJUTAGEER,-1.304,0
ADJUTAGEING,-0.913,0
ADJUTAGEISH,-1.487,0
ADJUTAGER,-0.959,0
ADJUTAGEY,-1.521,0
ADJUTAGING,-0.774,0
ADMINED,-0.702,0
ADMINER,-0.794,0
ADMINING,-0.643,0
ADMINISH,-0.898,0
ADMINY,-1.607,0
ADMIR,-3.191,0
ADMITHS,-1.834,0
ADNEXALED,-1.329,0
ADNEXALER,-1.610,0
ADNEXALING,-0.809,0
ADNEXALISH,-1.281,0
ADNEXALS,-1.388,0
ADNEXALY,-1.728,0
ADNOUNED,-1.926,0
ADNOUNER,-2.237,0
ADNOUNING,-1.160,0
ADNOUNISH,-1.822,0
ADOBOED,-1.846,0
ADOBOER,-2.298,0
ADOBOES,-1.851,0
ADOBOING,-1.010,0
ADOBOISH,-1.924,0
ADOBOY,-2.276,0
ADONEGAL,-2.041,0
ADONIZIS,-1.730,0
ADOPTIEN,-2.346,0
ADORABLED,-0.674,0
ADORABLEED,-0.779,0
ADORABLEER,-0.919,0
ADORABLEING,-0.692,0
ADORABLEISH,-1.018,0
ADORABLER,-0.758,0
ADORABLES,-0.652,0
ADORABLEY,-1.000,0
ADORABLING,-0.660,0
ADORNERED,-0.897,0
ADORNERER,-1.228,0
ADORNERING,-0.709,0
ADORNERISH,-1.058,0
ADORNERY,-1.203,0
ADOURABLE,-0.575,0
ADOURNER,-0.875,0
ADOURNS,-0.839,0
ADOZED,-0.911,0
ADOZEED,-1.830,0
ADOZEER,-2.367,0
ADOZEING,-1.179,0
ADOZEISH,-2.259,0
ADOZER,-1.351,0
ADOZES,-0.953,0
ADOZING,-0.697,0
ADPMASSES,-1.977,0
ADPPAYING,-2.522,0
ADPRESSER,-0.813,0
ADPRESSISH,-0.997,0
ADPRESSY,-1.644,0
ADRATED,-0.370,0
ADRATEED,-0.721,0
ADRATEER,-0.867,0
ADRATEING,-0.691,0
ADRATEISH,-1.119,0
ADRATER,-0.634,0
ADRATEY,-1.512,0
ADRATING,-0.567,0
ADRATIS,-1.008,0
ADROITERED,-0.811,0
ADROITERER,-1.056,0
ADROITERING,-0.674,0
ADROITERISH,-0.939,0
ADROITERS,-0.722,0
ADROITERY,-1.022,0
ADRONIER,-1.688,0
ADSORBERED,-1.058,0
ADSORBERER,-1.430,0
ADSORBERING,-0.810,0
ADSORBERISH,-1.227,0
ADSORBERY,-1.426,0
ADSOURBED,-0.998,0
ADSOURBER,-1.062,0
ADSPEAKED,-0.912,0
ADSPEAKER,-0.997,0
ADSPEAKING,-0.741,0
ADSPEAKISH,-1.435,0
ADSPEAKY,-1.970,0
ADTICLED,-2.279,0
ADUKES,-1.569,0
ADUKISES,-1.143,0
ADULATEED,-0.730,0
ADULATEER,-0.862,0
ADULATEING,-0.700,0
ADULATEISH,-1.086,0
ADULATER,-0.648,0
ADULATEY,-1.407,0
ADULATORED,-0.669,0
ADULATORER,-0.814,0
ADULATORING,-0.602,0
ADULATORISH,-0.763,0
ADULATOUR,-1.030,0
ADUNCITYED,-1.139,0
ADUNCITYER,-1.323,0
ADUNCITYING,-0.750,0
ADUNCITYISH,-1.333,0
ADUNCITYS,-1.521,0
ADUSTER,-0.883,0
ADUSTISH,-1.254,0
ADUSTY,-1.481,0
ADUULATOR,-2.639,0
ADUVLATED,-2.153,0
ADVANCEED,-1.005,0
ADVANCEER,-1.253,0
ADVANCEING,-0.702,0
ADVANCEISH,-1.090,0
ADVANCEY,-1.537,0
ADVERTER,-0.691,0
ADVERTISH,-0.842,0
ADVERTY,-0.900,0
ADVIZED,-0.551,0
ADVOCACYED,-1.929,0
ADVOCACYER,-2.213,0
ADVOCACYING,-1.332,0
ADVOCACYISH,-2.461,0
ADVOCACYS,-1.753,0
ADWAITS,-2.203,0
ADWORBER,-1.833,0
AECESHER,-2.241,0
AECIDIUMED,-1.030,0
AECIDIUMER,-1.124,0
AECIDIUMING,-0.781,0
AECIDIUMISH,-1.140,0
AECIDIUMS,-0.931,0
AECIDIUMY,-1.968,0
AEDESES,-1.610,1
